sector;province;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-06;2022-06;2021-08;2022-07;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2023-05
 Çimento Cam Seramik ve Toprak Ürünleri;BOLU;3.74233;0.91695;21.4493;0;0;13.48227;0;0;0.25;5.72751;55.41669;12.76756;10.73667;19.87476;12.61754;20.99628;14.8782;7.86865;24.34356;8.10111;1.40368;0.04288;0.96756;2.12392;18.42036;16.08117;6.45055;13.63916;29.18338;0.26896;5.4919;0.25047;6.69246;35.70386;18.78178;9.179;8.20025;26.72048;7.67437;1.57128;1.57269;5.4919;7.46015;4.15095;9.06633;19.12047;4.98079;24.21347
 Demir ve Demir Dışı Metaller ;BOLU;554.14813;457.71985;465.72301;614.18681;636.19318;680.30551;630.54111;513.95394;493.27408;621.99355;618.7691;459.47155;527.87489;773.85565;527.63382;611.88129;636.32932;547.89999;681.1954;461.07088;542.63536;419.1232;429.55095;513.83651;381.55762;290.13579;639.82287;437.23095;521.43059;461.21705;806.08547;215.28109;440.78377;282.38905;705.29091;687.36402;589.74036;871.02457;816.48688;611.617;643.22986;806.08547;950.52345;866.37362;812.13029;691.97981;765.98567;667.62127
 Deri ve Deri Mamulleri ;BOLU;764.9897;798.96595;910.56981;1126.04937;983.68614;350.29867;879.48556;571.3189;831.63319;578.55227;968.42502;899.39879;541.57621;805.40355;751.51526;902.6869;1033.92192;310.16282;1102.90621;766.13079;1093.88084;251.44177;775.80385;854.65867;318.23829;146.63216;788.46919;150.84508;548.16956;572.66864;819.40173;342.89462;391.94333;565.33123;1098.73711;1188.4685;507.99916;946.22274;460.78131;583.26986;1082.78463;819.40173;1322.58339;1155.38541;754.57135;725.96078;819.14215;656.38545
 Diğer Sanayi Ürünleri;BOLU;0;0.00407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.24729;0;0.16897;0;5.18684;0;1.42568;0;0;0;0.95853;0.23948;1.93351;2.02297;0;5.03298;7.74185;0;2.05295;0;1.78091;0.24919;0;4.25311;0;0.37117
 Halı ;BOLU;0;0;0;0;0;0;0;0;0;0;0.50669;0;0;0;0;0;0;0;0;0;0;0.49446;0;0;0.01239;2.71357;0;0;0;0;0;0;0;48.78166;0;0;45.59771;0.38641;59.95448;0;0;0;57.48931;62.6068;0;0.11883;0;0
 Hazırgiyim ve Konfeksiyon ;BOLU;70.12727;328.95713;272.19715;254.57939;282.95263;151.23411;219.62418;77.53327;54.1117;118.13757;280.11048;207.69397;224.09536;302.67861;248.81833;687.33542;295.64975;194.73384;277.86162;205.00142;328.93699;230.1913;47.84454;332.78975;209.00619;0.46455;567.61875;16.44805;224.73933;140.86185;281.03126;293.76462;1408.88463;1675.13774;1704.76271;2204.42752;2830.76373;3491.51172;1708.00471;3194.19676;2757.23285;2252.96662;2678.68257;1894.62609;2522.04841;2934.48036;2853.79439;2788.95093
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;BOLU;14.49868;36.34225;1285.21987;65.98129;4.585;5.1945;0.17803;64.13933;225.75241;42.86795;175.57194;289.72144;26.15873;94.01604;176.6603;48.74148;256.21019;194.23423;418.91876;300.56016;357.19538;150.34265;146.17159;132.60645;57.5088;52.4865;190.83367;229.71923;264.58493;236.50674;200.06959;306.04596;301.35119;330.62383;454.14129;385.10498;204.92075;391.94956;192.84265;194.39553;286.68933;200.06959;334.5612;249.66915;408.02918;360.82968;344.3998;483.69152
 İklimlendirme Sanayii;BOLU;18.35342;23.45509;55.9447;11.38638;16.75915;10.18597;1.3;5.85784;20.72729;32.59252;28.89353;2.17005;4.51503;18.10234;9.20835;12.08211;10.25495;31.62339;13.86698;41.96344;17.607;55.40999;36.00633;43.77621;40.79891;0;7.9;2.30718;19.17178;51.56617;13.30486;28.75637;65.96633;16.62139;83.87625;1.74297;9.20297;0;5.31583;37.46253;37.4975;13.30486;39.72375;6.07963;0;44.00674;6.07034;0
 Kimyevi Maddeler ve Mamulleri  ;BOLU;3642.11625;3554.14388;4170.07107;3844.43723;2336.94458;2222.33482;2826.71094;2362.58274;2993.66316;2005.33461;1910.2599;2463.89998;2222.10296;1682.15359;2269.09488;2353.24737;2463.85572;2575.59314;2293.52659;2415.06879;2121.1293;1632.34401;2144.67247;2095.68961;1901.34194;1685.60117;2266.09118;2645.91435;2764.1415;3021.55278;3338.28977;3361.54757;2145.09772;3847.88144;2400.17665;3389.63695;4091.88168;4451.59849;3232.53407;2805.04515;3869.29426;3338.28977;4181.85345;3316.68741;2893.72783;3429.86583;3875.7207;5427.83415
 Kuru Meyve ve Mamulleri  ;BOLU;0;2.61612;0;0;1.8252;0;0;0;0.18476;0;1.99076;0;0;0;0;0;0;0;0;1.31804;0;0;0;0;0;0;0;0;0.01582;0;0;0;0;0;0.08617;0;1.50759;0;0;0;0;0;0;0;0;0;9.17875;0
 Madencilik Ürünleri;BOLU;0;1.8435;0;4.26046;3.32692;0;0;2.35152;0;3.20175;0;6.80303;82.36478;33.08962;84.86698;186.90909;225.9983;55.88243;65.2307;142.32259;1.23979;189.97205;5.7204;206.13928;71.71939;3.23978;184.50132;67.10593;80;161.69872;0.42;64.91631;148.89403;93.80536;122.10694;99.90163;31.23188;6.67481;36.58512;33.80658;58.92451;0.42;85.62505;50.09741;26.50152;93.55644;5.3676;0
 Makine ve Aksamları;BOLU;126.58035;145.73672;137.00798;79.97371;340.34511;221.90896;85.07254;56.73013;58.45296;106.98244;160.63872;114.25517;642.22343;99.1988;138.25512;134.40841;176.89606;192.37034;134.03673;109.0327;222.36635;128.95366;153.33072;92.71453;111.52687;124.47357;285.74534;238.9559;263.02641;247.48191;414.16774;224.37782;306.40428;350.22198;320.29694;598.11238;197.71577;173.47505;190.15175;341.48989;346.56852;414.16774;399.40735;246.31936;174.52105;208.67403;828.59099;432.92623
 Meyve Sebze Mamulleri ;BOLU;42.9624;51.26727;0.2672;198.86819;191.86447;0;0;0;48.21169;51.33582;113.01329;48.86997;24.3888;0;0;31.61353;188.48532;38.18724;89.3476;78.83096;197.66992;181.9731;22.22908;20.93326;0;62.44062;0;0;0.87513;0;0;93.05103;0;44.50724;129.39312;76.872;23.42088;0;65.80364;0;0;0;31.22224;29.764;0;4.27904;33.07136;0
 Otomotiv Endüstrisi;BOLU;627.82905;814.57368;1932.34126;1369.14899;1341.75012;532.29303;310.65822;566.77162;722.43547;671.79822;1106.46074;488.30876;394.81744;735.81695;1031.3518;908.93622;1524.73754;1062.19265;1469.22022;1748.11724;1238.27394;689.5476;442.29038;1017.58249;643.22865;7.57037;63.01148;29.15533;476.60176;465.06045;523.08432;262.3563;139.35644;392.01073;283.01636;356.03368;563.50249;582.43308;272.38928;252.29471;293.34817;523.08432;823.11405;383.55461;144.63802;609.36703;77.93141;224.66633
 Su Ürünleri ve Hayvansal Mamuller;BOLU;3929.25598;4414.94607;4938.29283;6525.77381;6691.03713;5657.67965;6002.33192;5910.48961;6651.3198;6856.77954;5315.80535;3386.36182;4151.38299;5233.27189;5684.31434;6120.13466;3869.84429;3208.2174;3251.25361;2996.66624;5317.9295;2844.20788;4884.70574;4297.71749;4818.4242;3866.60269;3895.60452;3702.22521;4169.1845;4625.60114;4863.33844;3793.13752;3467.73159;3612.37131;7001.724;9421.81842;8413.11177;5663.33107;6146.71303;4524.46379;5504.11164;4863.33844;6038.6117;5044.30175;5131.37763;6006.22617;7245.51857;3649.57376
 Tekstil ve Hammaddeleri;BOLU;0;0;0;0;0;0;0;0;0;0.2537;0;0;0;0.8284;0;0;0;0;0;0;0.11;0;0;0.612;0;0;0;0;0;0;0;0;39.6312;80.31181;0;14.00791;59.61373;1.03836;0.04981;0;9.20666;0;0.646;0.01416;0;0;0;0
 Yaş Meyve ve Sebze  ;BOLU;0;0.35982;0;0;0;0;0;0;0.03821;0;0;0;0;0;0;0;0;0;0;1.93655;24.8812;26.55144;0;0;0;0;0;0;0.35557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03203;0;0
 Zeytin ve Zeytinyağı ;BOLU;0;11.99735;0;0;0;0;0;0;15.23131;3.23748;4.58784;5.5;0;0;0;3.04971;1.86935;0;0;0.86921;0;0;0;0;0;0;0;0;0.0866;0;0;0;0;0;2.45617;0;5.66346;0;0;0;0;0;8.96669;0;0;15.77017;0;0
 Çelik;BURDUR;3.41884;1.80885;121.75876;15.58998;2.48298;0.05097;0;0;14.14308;1.25;10.12;7.93323;12.65401;0.83837;50.6251;10.78432;6.48;11.50633;13.4977;29.30344;0;20.78979;11.05876;5.02384;0.519;1.05047;0.89203;0.47458;42.12784;2.31257;123.75927;2.48752;0.03116;0.32061;2.10778;0.43316;37.65309;10.30143;11.44696;19.40559;3.20313;123.75927;207.50956;38.86785;16.21308;7.24119;33.33269;191.04376
 Çimento Cam Seramik ve Toprak Ürünleri;BURDUR;83.93;194.84642;193.116;515.1764;313.0165;200.2;0;166.497;307.1;1620.23128;544.32968;359.0823;637.22574;269.5;273.82053;716.27464;618.34271;122.4276;58.93325;100.19713;296.63825;594.70325;413.87494;917.48435;367.098;1725.8198;2716.4642;2570.78374;4050.2661;6404.49426;4620.0514;5744.925;4256.3226;5332.76331;5837.89953;7185.57158;6266.31882;9956.35349;3467.69573;9377.06308;4015.52226;4620.0514;5220.0644;5697.70131;5552.89644;6257.29918;7904.56243;5950.30834
 Demir ve Demir Dışı Metaller ;BURDUR;170.81368;186.69858;470.43761;600.77595;764.76813;319.85913;618.93293;2463.28022;993.22707;881.68377;361.54065;244.47557;173.69787;277.49202;296.27174;180.73751;69.75051;3.89853;148.61867;236.06309;172.99831;221.83022;218.8748;314.90355;281.51547;117.54013;131.75553;55.25992;213.84291;170.28624;113.19923;306.84911;432.60132;263.50026;530.6834;261.39712;223.38869;616.64671;204.15138;289.9939;186.62925;113.19923;439.77131;312.46695;211.68132;484.93106;643.36585;2141.37378
 Hazırgiyim ve Konfeksiyon ;BURDUR;0.784;0;15.62258;0;0;0;0.07084;0;11.78941;0;0;0;0;3.85838;0;0.1;0;14.74095;0;16.31637;0;0;0;0.01;18.02405;0;0;0;32.215;11.93374;0;26.79297;0;0.66355;10.71898;0;0.3;0;0;28.16033;19.21831;0;27.87768;0;69.08912;166.57883;0.013;0.00005
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;BURDUR;3.96861;36.07314;18.16822;0;8.3547;37.32776;15.34944;22.80974;22.38222;28.39489;39.90063;2.4034;25.15531;10.53208;41.75188;27.65789;12.69964;53.30062;38.98737;48.54228;27.18291;53.78738;38.11651;10.71801;19.33544;54.1993;45.96537;88.79062;25.71562;57.56025;28.99921;31.35699;37.05125;58.35008;19.87612;58.54356;22.80476;41.15934;21.75867;0;7.25492;28.99921;31.67484;16.788;0;32.12504;47.33772;30.86617
 İklimlendirme Sanayii;BURDUR;3.1515;0;0;135.4493;0.6;5.44617;41.548;0;16.33426;2.285;1.176;2.46;4.878;24.88019;13.43943;8.09946;27.14689;15.22049;5.6077;36.57734;1.07327;12.972;47.69982;47.9892;2.1;0;1.02913;0.9525;1.605;6.82021;88.07217;178.165;2.488;7.8763;72.51675;22.40678;109.57537;79.57888;40.91262;165.38812;132.86314;88.07217;78.15234;79.0936;85.25309;184.16039;135.66749;120.52015
 Kimyevi Maddeler ve Mamulleri  ;BURDUR;88.366;0.0006;7.50559;0.8867;10.89398;1.86072;51.55998;3.5149;31.09998;32.55898;28.78231;79.8303;25.49236;0;13.53359;24.47961;143.36119;58.70349;0.00105;87.92295;38.9802;34.23685;69.73668;0.015;0;3.16799;4.8663;0.65906;39.75276;1.9268;15.27605;43.93502;484.71836;288.4409;189.67035;292.15039;57.18467;104.38512;42.42021;57.29783;4.13203;15.27605;29.44898;7.65694;443.86726;563.4166;162.47547;337.35102
 Madencilik Ürünleri;BURDUR;14284.29667;9228.38652;10104.43114;14275.29743;16979.73851;13028.84576;14871.50067;11394.55444;12961.67886;13143.32363;15716.42521;11217.10431;7878.54352;8329.38977;13880.01919;19263.71232;16979.7763;14370.58387;16306.42006;17181.1777;15344.37988;13355.66877;14813.28072;6731.37335;6317.15195;8484.32979;14359.98963;9940.29508;14334.6394;14549.33583;14439.65022;12173.11165;12352.87459;10402.01693;11768.8304;13701.36912;16522.11484;14551.52;19677.30339;12285.10626;15486.71784;14500.21141;18091.82619;10767.29808;13661.26079;11822.84436;10438.27264;12951.83617
 Makine ve Aksamları;BURDUR;608.21529;420.64668;626.13211;496.34056;420.66481;141.02603;123.13247;200.11272;143.33685;451.93675;641.61354;1190.91959;392.2253;744.08732;888.11545;999.73624;472.41238;320.64255;84.1439;1162.43481;614.06784;559.61005;450.24721;622.46024;718.70844;258.33249;835.05844;358.43111;401.28211;460.49075;167.46208;7902.28043;2110.24234;653.28052;1689.49452;986.6326;1263.44516;913.98796;785.32999;802.25747;577.4531;167.46208;277.03355;97.47938;476.36924;765.87686;731.06707;848.07414
 Meyve Sebze Mamulleri ;BURDUR;0;0;0;0;4.05387;0;0;0;1.024;19.54837;0.50251;0;0;0;0;0;0;3.96993;0;0;0;42.0696;0;0;0;0;0;0;0;0;0;0;1.76011;0;0.91901;1.41405;0;0;0;0;0;0;0;3.17907;0;0;0;0
 Otomotiv Endüstrisi;BURDUR;0;0;65.8;0;0;0;0;0;0.975;0.6;174.33562;0;102.8;0.38585;23.8074;0.01;62.74654;0;4.55608;8.55795;45.69742;0.10344;121.61062;0.21091;3.6565;19.16339;76.104;0.06548;1.04808;0.5348;0;1.55084;1.6725;0.4589;16.88203;19.13895;110.18977;109.73927;169.81045;3.69665;67.77946;0;8.424;5.57822;106.47632;53.19924;183.1627;70.48175
 Su Ürünleri ve Hayvansal Mamuller;BURDUR;39.17;50.552;14.676;9.53;15.5;16;0;47.607;42.625;65.22;108.91857;48.262;18.6;17.456;23.292;32.5704;61.58836;50.67744;21.285;43.14874;59.24739;153.88272;146.8076;118.6566;206.59764;370.84177;612.5225;514.1311;452.58942;977.77428;437.81995;637.84316;626.6204;486.2956;612.723;781.1944;269.39;267.8697;377.08346;223.1596;843.3914;437.81995;627.7765;639.87886;615.97504;133.03092;303.18449;263.84944
 Tekstil ve Hammaddeleri;BURDUR;0;0;0.5222;0;0;0;0;0;0.51382;2.16;6.26;2.43998;0;0;5.542;1.66431;2.23925;2.1763;0;0.32317;2.4;6.6;1.28;0;0.39526;0;0;0;5.5;0.47632;0;0;1.68;0;0;0.01551;0;0.03422;0;0;0.37696;0;0.33515;0;6.26451;0;0;0
 Yaş Meyve ve Sebze  ;BURDUR;0;0;16.62;5.476;68.04017;53.6958;0;7.18768;18.07152;38.92968;30.9106;26.68046;26.31936;34.04482;89.6764;51.37976;30.22829;0;0;0.085;44.1;0;27.6;0;0;0;26.084;0;0;0;38.2298;60.87772;64.9338;117.06784;20.132;0;28;0;0;0;0;38.2298;51.45516;135.77745;143.40617;274.21887;140.77314;0
 Çelik;BURSA;44331.14808;53142.88671;87837.05567;63737.9321;61548.56614;54510.21919;76035.70276;76855.60824;117286.0938;96227.4267;110438.5093;50816.94567;61180.96631;52277.34394;48364.61921;49893.86641;35920.02136;41785.52223;40857.3254;43774.41331;39831.98094;63131.84842;51057.43763;41728.82048;47852.58289;28346.07049;46304.31383;33691.26974;42401.28232;41886.4688;94027.85924;47113.51894;66077.94592;58074.23887;45159.71052;69765.6726;93010.51707;162999.1006;83252.83771;117815.3903;121208.3951;94036.49519;88972.64111;72536.61114;144498.0929;102842.0955;119256.5719;84669.95219
 Çimento Cam Seramik ve Toprak Ürünleri;BURSA;916.80976;1234.71089;1468.26705;1087.68612;1122.55896;1383.86981;1293.21913;946.96414;1284.35298;1436.78718;1468.43921;1896.73921;2352.85666;3085.24714;1739.47572;3632.71949;4194.62944;2979.4496;2948.36954;2054.4268;3336.08557;3034.80772;3014.29567;3283.28877;3872.7131;4178.44777;4523.33093;2181.55007;5177.16738;5443.97921;4199.5906;3622.54099;6366.4457;4983.32429;4852.29374;6047.19916;5911.831;2688.5019;7179.60551;9146.97348;3421.62695;4199.5906;4623.87363;6335.27962;2292.25708;9070.2569;6435.75234;4258.9423
 Demir ve Demir Dışı Metaller ;BURSA;31431.56486;32916.92194;38658.61219;38691.88844;36055.03976;32240.89627;39920.61401;33688.79533;30524.21071;34865.08406;41477.42127;38839.00911;40078.70253;35198.61618;32829.41108;42396.84281;36717.56451;31213.91385;35269.41215;41289.3818;37883.36939;31914.29569;41734.61118;38171.03123;34113.94616;25592.09717;36655.03179;32975.02294;39209.79717;42123.36749;56695.04704;37035.3734;40187.31523;40114.14953;47443.25319;50892.87907;54725.62099;69205.10831;52816.93151;58039.76662;57213.97287;56730.98112;58627.92251;59164.46588;54668.2052;54670.59515;65732.70864;60088.85144
 Deri ve Deri Mamulleri ;BURSA;1118.77725;6526.08864;6117.16073;7829.90737;7282.30329;5566.00526;7285.79598;5797.60878;5936.66444;5546.80256;7161.39863;3808.94816;7399.3468;7843.02546;7262.04003;7049.73068;9666.2377;8609.7332;7149.97515;8137.68679;6606.10797;4594.72178;5393.0366;5238.39363;3947.40477;4040.40455;5649.52138;4121.97391;4407.51626;5064.46998;7253.2857;3382.97425;2445.59174;2279.6336;4289.14265;4592.57196;6135.99389;3732.16502;4709.359;4825.8327;6890.41636;7298.74327;5476.18067;5992.0121;4381.11553;3464.88929;4448.90107;3425.15307
 Diğer Sanayi Ürünleri;BURSA;89.27778;58.0259;118.25961;58.1924;42.68265;199.47052;47.82266;84.53351;44.83963;107.68926;28.98758;39.50101;57.45995;66.46741;49.88726;103.98166;80.96771;38.66887;104.89929;15.53381;85.98608;20.14056;92.68118;97.83861;63.97337;38.63577;87.3194;34.0742;53.80863;59.49811;46.22254;80.10446;75.6624;81.74597;70.89422;130.12996;87.97648;97.26485;108.0855;101.77744;127.05909;46.22254;194.81454;120.681;42.39272;135.09737;217.84147;72.55246
 Fındık ve Mamulleri ;BURSA;0;0;0;0;4.35534;0;14.469;0;0.2727;2.673;6.15787;3.63113;4.50175;1.30071;3.05939;0;1.15285;0;1.82196;1.74935;0;0;0;0.37485;0;4.89;0;0;2.88878;0.35172;7.4536;0;0;0.525;0;2.16;11.86443;24.08696;0;0.03754;1.0752;7.4536;1.22242;0.8551;0;0.84997;2.04;0
 Halı ;BURSA;2453.91321;2039.0911;3195.52348;2792.59889;2232.07152;2130.29587;2323.19923;3144.15301;2947.171;3454.02837;3564.72059;2977.5662;2278.66311;2707.67792;3064.99837;3332.63221;5184.58407;3430.44495;5875.16858;6237.76282;7293.03841;5980.26859;4919.46406;4218.45364;2924.94746;1029.87324;1060.29861;958.5891;1360.45615;1706.26552;1739.64455;1984.34577;1970.59246;2093.42659;1757.67269;1776.15533;2206.35755;1441.84108;1219.08357;749.21578;1725.99315;1739.64455;1353.27941;2359.10048;1125.74181;1362.99892;1813.31224;1421.6842
 Hazırgiyim ve Konfeksiyon ;BURSA;56283.89715;126401.9033;149244.5239;137416.1941;132160.3861;126486.2813;144461.2683;128187.9417;139556.2695;138537.5472;129799.281;130223.2732;124372.2186;151283.7039;142329.269;150609.925;146421.0067;127782.8808;132629.039;140950.8161;120957.024;106217.9893;136715.8632;125948.4985;107814.9516;50000.54409;141360.3562;138777.848;150065.7926;150155.1308;162372.7597;132156.9011;123915.5475;118637.2417;133165.5057;145354.5763;155732.0787;162206.9096;152872.6524;136923.0851;164993.0233;162308.0573;142190.16;140376.0078;137015.8264;160735.8215;173426.2193;138896.0942
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;BURSA;3095.12599;4923.02343;4162.29929;2245.82133;3366.26867;1163.78469;515.02983;606.06041;1500.69723;2106.74581;1411.7261;3929.0908;7049.74098;3470.10033;2176.61035;1708.71735;960.0035;902.43633;917.91083;1207.97419;3213.78621;6713.34231;2706.82804;6292.45229;6321.27874;3585.79681;1681.6743;1139.86292;1938.277;2674.15515;2196.7266;6065.93502;6607.27287;9236.70428;6734.80549;3535.81919;2401.96916;2867.59701;3025.02191;2885.82786;1416.24746;2196.7266;3714.40252;5020.36848;5925.9309;13743.25293;7501.30304;5886.45615
 İklimlendirme Sanayii;BURSA;25745.31542;25691.67691;28061.76384;25252.95021;27114.65843;26783.81796;30094.15271;24939.01746;30888.94301;32428.89287;30040.69852;20117.6546;19452.78126;24113.9911;23932.76292;27295.94804;28059.11047;24183.84793;27539.19956;30385.99372;25476.54623;23347.52427;21135.73057;23329.70829;21713.6126;12883.89049;27998.5403;26885.78566;35350.08476;32250.72148;34092.65891;35583.21961;32499.7776;35138.08059;37879.34322;38049.89096;40612.81989;45441.3881;40792.83031;35318.90251;45304.67422;41349.10198;43981.17414;37326.88518;30039.91119;36988.82178;41349.63317;46330.56782
 Kimyevi Maddeler ve Mamulleri  ;BURSA;40466.64921;41239.28848;48707.41672;42470.16345;42248.74045;41789.91888;51735.49526;40570.28332;54321.93276;48771.26254;49801.79695;42291.02201;47179.16791;46729.4035;37318.36478;52655.29401;41433.85752;34930.07654;42988.47958;36053.01017;41606.42621;36934.88648;39233.05544;43360.7409;41651.98719;25149.59206;37196.98955;34977.68311;43690.87474;45971.43785;62972.27864;43479.93705;41628.87794;48631.66987;52651.70129;73077.10309;56177.72652;84638.18592;49351.93812;46150.1455;65024.06523;62890.24111;81284.46785;53462.62386;46555.64979;82749.54466;56482.85474;56098.65511
 Kuru Meyve ve Mamulleri  ;BURSA;17.49556;53.78505;79.91429;41.97829;58.21317;27.44236;52.97037;30.70619;25.29432;147.10747;39.14869;64.89447;19.91524;63.46535;38.35968;54.7053;26.44916;34.25408;213.18302;35.81684;58.19309;43.78022;38.10204;66.19413;184.06696;159.92751;134.37111;129.09317;134.10449;95.95365;103.27865;75.00027;162.63401;269.60558;255.11018;285.80027;101.38163;64.4047;76.45012;47.11606;206.89771;103.27865;194.6301;198.97275;28.36173;230.00377;308.00311;70.8943
 Madencilik Ürünleri;BURSA;8888.72066;6302.03665;6572.01328;10438.8102;12517.59742;10423.02187;8783.12968;11162.3437;9770.11799;12987.35427;10716.36473;10089.1029;4772.2467;5805.469;10006.89754;10946.60741;9066.85779;8946.1754;8479.50819;8502.95191;8403.82588;7879.54586;7522.66456;4307.37989;3872.35527;4800.75245;7233.81853;6846.52848;7487.6134;8739.79374;7884.87304;8327.79332;8648.38021;4935.6094;6694.22324;6287.52374;7322.09988;10509.00183;8701.74343;6968.38547;9316.11805;7884.87304;10337.46783;7897.3231;9839.24071;4655.31954;6033.55866;11738.43045
 Makine ve Aksamları;BURSA;56324.51686;60773.74142;72419.02745;66598.33105;69669.59501;59759.96215;59061.79922;59720.6276;63217.8395;75050.73382;75636.76248;64195.02359;65460.14337;78080.11954;70617.63015;75810.84525;74168.80399;53628.63738;59447.68126;71065.33203;71729.06861;71903.5484;59302.62313;61898.43879;58161.14356;34717.83474;58617.7368;45014.18328;64807.75653;66334.06417;77135.37391;83880.74627;78334.55408;89895.07368;97253.49348;93072.32723;96229.64248;111471.2645;89789.95869;91484.71712;94593.91848;93472.2636;111298.1031;124421.9235;84974.94838;97996.27538;117695.3397;120545.6903
 Meyve Sebze Mamulleri ;BURSA;7767.61809;7663.28961;10474.63709;8666.60011;8608.05342;8084.01004;10278.20203;9943.04147;10162.89877;11332.71393;10057.56379;7839.38093;7151.64741;7708.82786;8031.31095;7063.57452;12393.10212;8413.57861;10114.19229;7726.78224;7791.84081;7943.8536;8508.42867;7876.46291;12385.34999;8111.14032;11772.66792;11065.86014;12391.4507;12152.38242;13542.43611;11293.16843;9292.86727;10096.99426;13599.5654;12489.7089;12764.44155;11857.69801;13376.18124;11425.42871;13304.74979;13542.43611;12645.48953;11988.86996;11751.34331;12514.84888;15309.5988;12102.29497
 Mücevher;BURSA;229.77386;578.76669;421.4737;175.63521;237.40367;410.89473;498.70465;239.5977;186.31312;246.40369;252.47076;508.621;128.06416;124.51741;280.07964;36.92189;290.1882;0.13136;196.86167;1.3149;4.342;315.77678;175.73303;188.84531;518.31915;3.91509;198.11466;0.69276;578.05342;72.13816;63.60005;309.68155;235.32119;2.68727;21.19348;3.06081;5.57231;34.01951;8.15254;23.5921;14.33103;63.60005;17.14668;8.49715;3.20654;33.16465;11.073;32.28782
 Otomotiv Endüstrisi;BURSA;726605.5117;839450.3212;940330.9827;860332.0171;862296.5907;730411.3313;746475.0158;406837.3541;681288.5957;832346.8034;726782.7839;572967.0444;623846.9834;838346.5075;682686.099;809284.5663;733618.6408;452805.8851;657216.9658;846820.2655;799223.0839;676061.561;616512.8692;758505.7182;598490.3828;150673.7098;579308.2025;374099.3699;680897.1432;840624.5394;544134.1889;683461.256;556291.5667;646289.2468;698347.8933;666493.8197;491232.3838;641287.4409;540613.0393;336453.7535;489876.551;543366.5138;588206.9815;650482.7747;434192.9141;536765.9155;471859.8349;660744.1684
 Su Ürünleri ve Hayvansal Mamuller;BURSA;5357.47389;4954.29121;7051.01902;7841.79761;8773.85989;6510.62723;7487.47486;7257.71779;7752.1088;9250.67554;7715.87255;6986.01617;6351.30635;9990.30725;9988.13628;8875.53926;8629.35349;8785.27078;7144.08798;7068.17439;6506.88431;5810.90902;7715.23063;7396.80812;7839.4868;10735.82613;8390.89596;6498.6715;5977.19523;9621.18044;8420.1864;10974.53761;8393.46617;8871.26048;11293.22898;12478.53663;11330.21097;15060.75828;8967.7218;12504.9762;10591.5187;8420.1864;13414.2516;13077.28858;12093.41363;23515.9337;23936.42379;13016.30805
 Tekstil ve Hammaddeleri;BURSA;88676.84313;91343.78834;105461.9298;94075.2318;97676.05054;88910.90631;87381.62844;73195.3392;90730.73224;100794.6159;100783.7714;87526.93455;83923.10669;107265.7117;90004.15733;111653.4753;90669.44486;74544.7977;89408.95018;96936.85803;99067.0727;85745.77532;94955.80012;89029.28724;76086.27924;25517.94012;85275.40295;69871.58999;86691.84928;100298.8492;109856.072;89082.36218;88354.31712;84096.40955;98056.67552;107492.4579;108645.5858;117055.0153;95762.53677;82922.22897;103633.5217;109718.5796;112101.0571;116651.136;103862.7098;102162.7682;113702.4194;104565.7947
 Yaş Meyve ve Sebze  ;BURSA;1299.28215;1034.7039;765.63122;508.29407;6359.78539;18503.48081;3844.0448;4939.14694;4348.61366;1698.2346;1742.10624;748.65031;827.89027;381.4457;383.67256;2274.49763;6108.54053;6574.16906;8165.23997;2350.87799;1411.03387;1238.40414;1215.44758;849.56198;707.27074;467.20646;16951.02882;6614.15148;11900.89751;4002.54395;6720.82421;1940.18066;1981.97743;1689.34576;1721.04667;1355.73992;24555.76276;14476.03216;6093.077;4407.51913;15967.45719;6720.82421;1908.32574;3778.86988;2367.79034;3177.95433;3581.82173;2616.57327
